sexo,remuneracao,cnae_secao,cbo_grupo,uf,idade,escolaridade,vinculo
Feminino,1829.47,H,Serviços,MG,38,Médio completo,Estatutário
Masculino,1866.98,J,Direção,RS,33,Fundamental incompleto,Aprendiz
Masculino,2410.36,E,Direção,BA,23,Pós-graduação,CLT
Feminino,1314.46,H,Operacional,GO,51,Fundamental incompleto,CLT
Feminino,1486.57,I,Serviços,BA,20,Superior incompleto,Estatutário
Masculino,929.73,B,Operacional,RJ,58,Superior completo,Estatutário
Masculino,644.79,C,Direção,PR,36,Pós-graduação,Estatutário
Masculino,1097.92,F,Administração,PE,46,Fundamental completo,Aprendiz
Masculino,891.9,I,Serviços,DF,49,Médio incompleto,Aprendiz
Feminino,2103.84,J,Direção,PR,27,Pós-graduação,Estatutário
Masculino,1432.02,J,Serviços,RJ,44,Médio incompleto,Aprendiz
Masculino,1419.12,H,Administração,RS,46,Fundamental completo,Aprendiz
Masculino,1160.97,F,Técnico,PR,30,Médio completo,Temporário
Feminino,422.14,E,Operacional,SC,37,Pós-graduação,CLT
Feminino,3564.36,C,Operacional,SC,45,Fundamental incompleto,Estatutário
Masculino,1152.72,D,Direção,SP,44,Fundamental incompleto,Temporário
Feminino,1501.79,G,Direção,SC,30,Médio incompleto,Temporário
Masculino,939.45,G,Administração,GO,42,Pós-graduação,Aprendiz
Masculino,2799.98,C,Direção,SP,46,Médio incompleto,Estatutário
Feminino,1928.59,D,Direção,PR,32,Médio completo,Aprendiz
Feminino,1246.55,C,Direção,BA,62,Pós-graduação,Temporário
Feminino,1515.49,B,Serviços,PE,62,Médio completo,Temporário
Feminino,3847.51,F,Serviços,PR,47,Pós-graduação,Temporário
Masculino,1749.64,G,Técnico,RJ,55,Médio incompleto,CLT
Feminino,1666.07,D,Serviços,MG,49,Médio completo,Estatutário
Masculino,1183.67,E,Operacional,BA,24,Fundamental completo,CLT
Feminino,770.81,H,Técnico,GO,52,Fundamental incompleto,Temporário
Masculino,1682.41,I,Direção,RS,50,Médio incompleto,Temporário
Feminino,2093.24,G,Operacional,SP,29,Fundamental completo,Temporário
Masculino,2965.54,J,Técnico,MG,40,Fundamental completo,CLT
Masculino,657.32,A,Técnico,GO,22,Pós-graduação,Aprendiz
Feminino,1089.75,C,Operacional,RJ,60,Superior completo,Estatutário
Masculino,1392.24,E,Técnico,DF,61,Superior incompleto,Aprendiz
Masculino,1805.21,C,Operacional,SP,48,Médio incompleto,Aprendiz
Masculino,1693.81,A,Técnico,DF,33,Pós-graduação,Temporário
Masculino,1711.7,B,Técnico,GO,50,Superior incompleto,CLT
Masculino,2172.52,H,Técnico,PR,18,Fundamental completo,Aprendiz
Masculino,1204.14,G,Operacional,SC,39,Médio incompleto,CLT
Feminino,2752.77,J,Técnico,SC,45,Superior incompleto,CLT
Masculino,2197.45,C,Serviços,SC,22,Fundamental incompleto,CLT
Feminino,1565.68,D,Serviços,DF,21,Médio incompleto,Estatutário
Feminino,3716.02,C,Serviços,DF,18,Superior incompleto,Aprendiz
Masculino,3642.36,D,Serviços,GO,32,Médio completo,Temporário
Feminino,2751.23,H,Serviços,BA,54,Médio incompleto,Temporário
Masculino,464.82,I,Direção,MG,56,Superior completo,Estatutário
Feminino,3679.47,G,Técnico,BA,55,Pós-graduação,Aprendiz
Masculino,2585.42,I,Administração,PR,62,Médio completo,Temporário
Masculino,4459.91,I,Direção,DF,41,Médio incompleto,CLT
Feminino,3155.36,G,Operacional,PE,40,Superior incompleto,Temporário
Feminino,3678.48,G,Direção,GO,64,Superior incompleto,Aprendiz
Feminino,2684.89,H,Administração,SC,24,Superior completo,CLT
Masculino,3317.32,J,Direção,PR,48,Médio incompleto,Estatutário
Feminino,4435.32,C,Técnico,GO,24,Fundamental completo,Temporário
Masculino,1993.11,H,Serviços,RJ,30,Superior incompleto,Temporário
Masculino,891.14,A,Técnico,MG,21,Superior completo,Estatutário
Masculino,1574.42,F,Direção,MG,35,Médio incompleto,Aprendiz
Feminino,2154.85,B,Administração,RS,57,Médio incompleto,CLT
Masculino,1870.01,G,Operacional,MG,36,Pós-graduação,Temporário
Masculino,1031.79,C,Técnico,BA,33,Fundamental incompleto,Aprendiz
Feminino,867.85,J,Administração,SC,35,Médio completo,CLT
Masculino,1295.27,E,Operacional,PE,33,Fundamental incompleto,Temporário
Masculino,2600.56,J,Serviços,RJ,48,Médio completo,Aprendiz
Masculino,3681.78,B,Técnico,RJ,42,Médio completo,Aprendiz
Feminino,2731.09,A,Técnico,SP,19,Pós-graduação,Estatutário
Masculino,2909.81,E,Serviços,PR,63,Fundamental incompleto,Temporário
Masculino,1743.47,I,Serviços,BA,45,Superior completo,CLT
Feminino,825.56,I,Direção,DF,33,Fundamental completo,Temporário
Feminino,1473.14,G,Operacional,PR,53,Médio incompleto,Estatutário
Masculino,1609.3,I,Administração,SP,62,Superior incompleto,CLT
Feminino,1445.67,D,Serviços,MG,57,Médio incompleto,Aprendiz
Feminino,1853.1,C,Direção,PE,52,Superior completo,Estatutário
Feminino,2205.34,D,Operacional,MG,41,Superior completo,CLT
Masculino,2654.09,G,Operacional,BA,52,Fundamental incompleto,CLT
Feminino,1595.35,H,Técnico,GO,47,Fundamental completo,Temporário
Masculino,767.63,B,Direção,MG,54,Superior incompleto,Aprendiz
Masculino,1454.92,E,Direção,RJ,28,Superior incompleto,Estatutário
Masculino,1843.96,E,Técnico,GO,62,Superior completo,Aprendiz
Masculino,3134.62,I,Administração,SC,51,Fundamental completo,Estatutário
Masculino,1400.36,C,Serviços,RJ,55,Pós-graduação,Temporário
Feminino,2277.07,F,Técnico,GO,56,Superior incompleto,CLT
Masculino,2060.16,J,Serviços,PR,41,Pós-graduação,Temporário
Masculino,1844.12,E,Direção,PR,46,Superior incompleto,Estatutário
Masculino,2748.31,B,Técnico,PR,21,Fundamental completo,Aprendiz
Masculino,1342.95,B,Administração,SC,58,Fundamental incompleto,CLT
Feminino,1395.72,D,Serviços,MG,47,Pós-graduação,Estatutário
Masculino,1798.39,D,Serviços,GO,31,Fundamental incompleto,CLT
Masculino,1355.51,G,Serviços,PR,41,Superior completo,CLT
Masculino,2272.43,A,Direção,PE,55,Pós-graduação,Temporário
Masculino,1311.68,F,Serviços,RS,51,Superior incompleto,Estatutário
Masculino,2001.87,I,Operacional,PR,53,Fundamental incompleto,Aprendiz
Feminino,1728.35,B,Serviços,SP,32,Fundamental incompleto,Temporário
Feminino,1991.65,E,Direção,SP,52,Superior incompleto,Temporário
Masculino,1470.15,J,Técnico,PE,46,Superior incompleto,Temporário
Feminino,1552.17,J,Serviços,RJ,53,Superior completo,Estatutário
Feminino,1887.87,D,Serviços,GO,21,Superior completo,Estatutário
Feminino,1980.16,D,Técnico,GO,32,Pós-graduação,CLT
Masculino,1804.63,H,Operacional,BA,28,Fundamental incompleto,CLT
Masculino,3894.86,F,Direção,BA,32,Superior completo,CLT
Masculino,1157.67,G,Técnico,DF,38,Médio completo,CLT
Feminino,1756.55,I,Direção,SP,52,Fundamental completo,Temporário
Feminino,890.57,C,Técnico,RJ,40,Fundamental incompleto,Aprendiz
Masculino,2137.6,B,Administração,SP,27,Pós-graduação,CLT
Masculino,1094.59,C,Operacional,SP,21,Fundamental incompleto,Estatutário
Feminino,1595.21,H,Administração,RS,62,Médio completo,CLT
Feminino,1529.31,I,Técnico,PE,42,Médio incompleto,Estatutário
Feminino,2051.65,J,Técnico,GO,19,Pós-graduação,Aprendiz
Feminino,1409.86,E,Direção,PE,55,Superior completo,Temporário
Masculino,1383.14,H,Técnico,DF,36,Médio incompleto,Aprendiz
Feminino,3450.02,G,Direção,RJ,41,Superior completo,Aprendiz
Feminino,2055.05,I,Direção,BA,25,Fundamental completo,Temporário
Masculino,1404.63,D,Técnico,RS,23,Superior incompleto,Estatutário
Masculino,1615.06,J,Direção,MG,37,Fundamental incompleto,Aprendiz
Feminino,3791.09,C,Operacional,RS,31,Médio completo,Temporário
Masculino,1626.48,I,Administração,RS,57,Pós-graduação,Estatutário
Feminino,1325.87,H,Técnico,MG,23,Superior incompleto,Estatutário
Feminino,1328.43,G,Direção,DF,29,Superior incompleto,Estatutário
Feminino,1412.18,A,Direção,PE,58,Médio incompleto,Temporário
Masculino,1383.64,B,Direção,GO,24,Fundamental incompleto,CLT
Masculino,1016.54,I,Direção,RJ,62,Fundamental completo,Temporário
Feminino,1090.19,E,Operacional,MG,47,Médio completo,Aprendiz
Masculino,1244.89,A,Técnico,GO,33,Fundamental incompleto,Temporário
Feminino,2359.5,I,Técnico,BA,25,Superior incompleto,Temporário
Feminino,1523.01,A,Operacional,PR,31,Superior incompleto,Aprendiz
Masculino,1647.11,H,Operacional,SP,37,Fundamental completo,Temporário
Masculino,3202.03,E,Operacional,SP,45,Médio incompleto,Temporário
Masculino,3238.14,F,Técnico,PE,23,Fundamental completo,Aprendiz
Masculino,1592.47,A,Serviços,SC,47,Pós-graduação,CLT
Feminino,1361.19,B,Administração,RS,21,Fundamental completo,CLT
Feminino,1225.38,G,Operacional,MG,53,Fundamental incompleto,Estatutário
Feminino,2469.45,B,Operacional,DF,20,Superior completo,CLT
Feminino,1648.93,E,Técnico,DF,27,Médio incompleto,Temporário
Masculino,1519.41,I,Técnico,RS,55,Superior incompleto,Aprendiz
Feminino,1253.7,E,Administração,PE,44,Médio incompleto,Estatutário
Feminino,1278.77,C,Direção,RS,35,Fundamental incompleto,Temporário
Feminino,2088.13,F,Técnico,PE,62,Fundamental incompleto,Estatutário
Feminino,1000.3,G,Administração,BA,28,Superior completo,Aprendiz
Masculino,2829.03,J,Técnico,SC,53,Pós-graduação,Temporário
Feminino,1421.93,J,Técnico,BA,57,Fundamental completo,Estatutário
Masculino,1690.3,H,Técnico,SC,52,Pós-graduação,Estatutário
Masculino,990.65,C,Serviços,SC,61,Superior completo,CLT
Masculino,1798.01,D,Serviços,BA,30,Fundamental incompleto,Estatutário
Feminino,1559.71,J,Operacional,RS,40,Pós-graduação,CLT
Feminino,1767.75,D,Serviços,PR,60,Médio incompleto,CLT
Feminino,3506.13,B,Administração,DF,26,Fundamental completo,Aprendiz
Feminino,1958.56,G,Técnico,RJ,21,Pós-graduação,CLT
Feminino,1264.46,D,Serviços,DF,60,Fundamental completo,Estatutário
Feminino,1312.78,D,Técnico,PR,57,Fundamental completo,CLT
Masculino,2363.29,H,Direção,GO,48,Médio incompleto,CLT
Masculino,3243.51,F,Operacional,SP,20,Fundamental completo,Estatutário
Masculino,2052.6,F,Serviços,BA,53,Médio completo,Aprendiz
Feminino,2464.94,I,Técnico,PR,34,Médio completo,Aprendiz
Feminino,2378.87,D,Direção,MG,33,Médio incompleto,Estatutário
Masculino,3424.05,I,Operacional,MG,56,Superior incompleto,Temporário
Masculino,751.96,A,Operacional,SP,19,Superior completo,Temporário
Feminino,2441.21,I,Direção,BA,22,Superior incompleto,Estatutário
Masculino,2814.9,A,Serviços,RJ,50,Fundamental completo,CLT
Feminino,989.87,G,Serviços,PE,30,Médio incompleto,Estatutário
Feminino,1213.72,F,Técnico,RS,29,Fundamental completo,Estatutário
Masculino,1232.93,G,Administração,RS,36,Fundamental completo,Temporário
Masculino,1302.5,I,Técnico,PR,39,Médio completo,Temporário
Feminino,1455.68,J,Técnico,DF,57,Pós-graduação,Estatutário
Feminino,2016.61,D,Técnico,BA,25,Fundamental incompleto,CLT
Masculino,2669.25,I,Direção,MG,61,Médio incompleto,Aprendiz
Feminino,2941.26,C,Operacional,RS,21,Fundamental incompleto,Estatutário
Masculino,1240.14,J,Operacional,DF,24,Médio completo,Estatutário
Masculino,1236.31,I,Administração,SP,39,Fundamental incompleto,Aprendiz
Feminino,3268.61,A,Serviços,PE,35,Superior completo,Temporário
Feminino,2418.82,E,Técnico,PE,23,Médio completo,CLT
Masculino,1876.74,J,Direção,BA,21,Superior completo,Temporário
Feminino,2237.25,E,Direção,SC,58,Superior incompleto,Aprendiz
Feminino,1783.96,A,Técnico,BA,62,Médio completo,Aprendiz
Masculino,2289.44,A,Direção,GO,29,Médio incompleto,Aprendiz
Masculino,1554.28,C,Direção,RS,54,Superior incompleto,Aprendiz
Feminino,2040.52,I,Técnico,RS,19,Fundamental completo,CLT
Masculino,916.22,G,Administração,PR,20,Médio incompleto,Estatutário
Masculino,1326.76,F,Direção,RS,62,Médio incompleto,Estatutário
Masculino,1333.21,I,Operacional,RS,38,Superior completo,Aprendiz
Feminino,1527.71,D,Operacional,DF,56,Pós-graduação,CLT
Feminino,1191.62,D,Operacional,SC,30,Médio incompleto,Aprendiz
Feminino,1422.12,C,Técnico,MG,31,Fundamental incompleto,CLT
Masculino,914.62,E,Operacional,MG,47,Fundamental incompleto,Estatutário
Feminino,2314.42,E,Serviços,GO,35,Fundamental completo,CLT
Feminino,1742.14,J,Direção,PE,30,Fundamental incompleto,Estatutário
Feminino,839.37,G,Administração,MG,31,Médio incompleto,CLT
Feminino,1241.81,G,Operacional,RS,58,Superior completo,Temporário
Masculino,2103.74,F,Técnico,SC,57,Médio completo,CLT
Feminino,1416.07,D,Administração,DF,42,Fundamental completo,Aprendiz
Masculino,1321.31,G,Técnico,SC,54,Fundamental completo,Temporário
Masculino,1748.36,B,Administração,MG,44,Médio incompleto,Temporário
Masculino,2110.37,I,Administração,SC,40,Superior incompleto,Temporário
Masculino,947.32,G,Direção,RS,24,Pós-graduação,Temporário
Masculino,2315.91,B,Administração,PR,27,Pós-graduação,Temporário
Feminino,1261.26,J,Serviços,PR,42,Fundamental incompleto,Temporário
Masculino,1793.51,B,Serviços,MG,52,Superior incompleto,Temporário
Feminino,1779.45,F,Serviços,PR,41,Médio incompleto,CLT
Masculino,1426.27,G,Técnico,PR,59,Superior incompleto,Aprendiz
Masculino,1140.65,I,Direção,BA,28,Médio incompleto,CLT
Feminino,1589.92,D,Técnico,DF,37,Fundamental incompleto,Temporário
Masculino,3757.08,H,Operacional,PR,27,Pós-graduação,Temporário
Masculino,979.7,J,Serviços,DF,38,Fundamental incompleto,Temporário
Feminino,3872.06,B,Direção,PR,45,Fundamental completo,CLT
Masculino,1608.61,F,Serviços,RS,45,Superior incompleto,Aprendiz
Masculino,1837.05,D,Direção,SC,44,Pós-graduação,Aprendiz
Masculino,1108.74,H,Técnico,PE,50,Superior incompleto,CLT
Feminino,1277.84,I,Técnico,RS,21,Superior incompleto,Estatutário
Feminino,1441.86,B,Serviços,PR,52,Pós-graduação,Estatutário
Feminino,1129.39,G,Administração,GO,37,Superior incompleto,Aprendiz
Feminino,1645.81,G,Direção,SP,23,Superior completo,Estatutário
Masculino,1505.44,H,Operacional,GO,23,Médio completo,CLT
Masculino,4158.26,E,Administração,SP,34,Fundamental completo,Aprendiz
Feminino,1069.89,C,Técnico,PE,36,Fundamental completo,Aprendiz
Masculino,1893.55,A,Direção,BA,34,Médio completo,CLT
Masculino,2021.37,D,Administração,PR,20,Superior completo,CLT
Masculino,1116.95,C,Operacional,DF,63,Superior incompleto,CLT
Masculino,2462.84,B,Administração,SP,51,Médio completo,Temporário
Feminino,1511.34,F,Operacional,MG,21,Superior completo,Estatutário
Masculino,589.0,G,Técnico,SC,40,Superior incompleto,Estatutário
Masculino,2433.13,J,Direção,SP,35,Médio completo,Aprendiz
Masculino,1093.76,G,Técnico,SC,51,Fundamental completo,Estatutário
Feminino,1128.34,H,Direção,RJ,46,Médio completo,Aprendiz
Masculino,2464.04,B,Administração,GO,61,Superior completo,Aprendiz
Masculino,1546.54,J,Técnico,PR,32,Médio incompleto,Temporário
Feminino,2732.57,F,Direção,GO,62,Superior incompleto,Aprendiz
Feminino,3116.84,F,Operacional,RJ,28,Médio completo,Temporário
Masculino,1352.6,J,Direção,SP,56,Superior incompleto,Estatutário
Masculino,2583.68,A,Técnico,RS,26,Fundamental incompleto,Temporário
Masculino,1286.97,B,Técnico,RJ,64,Pós-graduação,CLT
Masculino,4938.92,I,Administração,DF,52,Superior incompleto,Temporário
Masculino,1323.68,H,Operacional,MG,27,Pós-graduação,Aprendiz
Masculino,2869.06,D,Direção,DF,57,Médio completo,Estatutário
Masculino,2643.09,F,Técnico,RS,55,Superior incompleto,Aprendiz
Masculino,2084.41,B,Direção,GO,46,Superior completo,Estatutário
Feminino,1337.1,E,Serviços,BA,63,Pós-graduação,Aprendiz
Feminino,1688.96,B,Operacional,BA,23,Médio incompleto,Temporário
Feminino,686.01,E,Operacional,SC,36,Médio incompleto,Aprendiz
Masculino,2000.17,G,Serviços,PE,43,Médio completo,CLT
Masculino,2116.09,G,Operacional,SC,26,Médio completo,CLT
Feminino,1919.99,I,Serviços,DF,58,Superior incompleto,Estatutário
Masculino,474.38,C,Direção,PR,62,Fundamental completo,Estatutário
Masculino,1022.97,D,Serviços,MG,30,Médio incompleto,Temporário
Feminino,1291.24,I,Administração,PR,43,Médio incompleto,Aprendiz
Feminino,2061.62,H,Serviços,RS,61,Fundamental incompleto,CLT
Feminino,2059.47,G,Direção,MG,37,Fundamental incompleto,Temporário
Masculino,1674.72,H,Operacional,SP,19,Fundamental completo,Estatutário
Masculino,2406.34,I,Administração,PE,21,Médio incompleto,Temporário
Feminino,1139.32,D,Serviços,RS,24,Médio completo,Estatutário
Masculino,2379.41,E,Direção,MG,36,Médio incompleto,Estatutário
Feminino,2238.66,I,Administração,RS,52,Pós-graduação,Temporário
Feminino,2142.87,G,Administração,SP,28,Médio completo,Aprendiz
Feminino,1665.84,D,Administração,SC,36,Pós-graduação,Temporário
Masculino,4120.93,F,Serviços,MG,49,Pós-graduação,Estatutário
Masculino,2257.33,A,Direção,PE,31,Médio completo,CLT
Feminino,1169.4,A,Direção,GO,22,Fundamental completo,Aprendiz
Feminino,2021.79,I,Direção,PR,42,Médio incompleto,Aprendiz
Feminino,2536.7,H,Técnico,DF,31,Superior incompleto,CLT
Masculino,1387.63,A,Operacional,DF,56,Pós-graduação,Aprendiz
Masculino,2951.81,B,Direção,RJ,29,Médio incompleto,Estatutário
Feminino,2147.19,D,Técnico,PR,37,Pós-graduação,Temporário
Feminino,630.1,A,Técnico,BA,35,Médio incompleto,Estatutário
Feminino,2069.07,B,Administração,BA,18,Pós-graduação,Aprendiz
Masculino,1506.11,E,Operacional,GO,60,Superior completo,CLT
Feminino,2302.45,H,Administração,MG,21,Fundamental incompleto,Aprendiz
Feminino,2765.28,F,Operacional,BA,29,Fundamental completo,Estatutário
Feminino,1974.01,F,Administração,BA,43,Superior incompleto,Aprendiz
Masculino,3825.19,D,Serviços,RS,49,Superior incompleto,Aprendiz
Masculino,1668.34,B,Operacional,BA,54,Superior incompleto,Estatutário
Feminino,2395.07,C,Técnico,PE,32,Médio completo,Aprendiz
Masculino,2597.29,F,Técnico,MG,52,Pós-graduação,Estatutário
Masculino,1730.55,F,Operacional,RJ,43,Fundamental completo,CLT
Feminino,2566.89,E,Administração,DF,32,Fundamental incompleto,Aprendiz
Masculino,1383.54,F,Serviços,BA,25,Médio completo,CLT
Feminino,1494.94,F,Serviços,SP,45,Superior incompleto,Temporário
Masculino,1001.63,A,Direção,GO,47,Médio completo,Aprendiz
Feminino,2015.52,F,Operacional,GO,60,Médio completo,Temporário
Feminino,2093.02,E,Serviços,DF,61,Pós-graduação,CLT
Masculino,3073.8,H,Administração,PR,20,Pós-graduação,CLT
Masculino,2581.21,I,Administração,RJ,23,Superior completo,Estatutário
Masculino,1590.56,F,Técnico,BA,48,Superior incompleto,Temporário
Masculino,1064.03,J,Serviços,DF,43,Superior incompleto,Temporário
Feminino,2196.86,D,Serviços,MG,25,Fundamental incompleto,Estatutário
Feminino,2980.48,C,Administração,RS,56,Fundamental completo,Temporário
Masculino,2539.78,J,Técnico,DF,46,Médio incompleto,CLT
Masculino,2945.44,A,Serviços,RJ,34,Médio incompleto,CLT
Masculino,1643.61,G,Administração,RS,33,Superior completo,CLT
Feminino,1465.6,E,Técnico,PR,62,Médio incompleto,CLT
Masculino,1297.76,D,Técnico,RS,21,Fundamental incompleto,Aprendiz
Feminino,1763.13,I,Administração,BA,27,Médio completo,Estatutário
Feminino,1745.22,G,Técnico,SC,33,Superior incompleto,Aprendiz
Feminino,1984.27,J,Técnico,DF,36,Fundamental completo,Aprendiz
Masculino,1705.85,H,Direção,RS,56,Médio incompleto,Temporário
Feminino,1702.52,D,Técnico,DF,30,Superior completo,Estatutário
Masculino,1274.73,J,Serviços,SP,21,Fundamental completo,Aprendiz
